symbol,name,country,sector,industry,wikipediaTitle
OCX,Oncocyte Corporation,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,
ODC,Oil-Dri Corporation Of America,United States,Consumer Discretionary,Miscellaneous manufacturing industries,
ODFL,Old Dominion Freight Line,United States,Industrials,Trucking Freight/Courier Services,Old Dominion Freight Line
ODP,The ODP Corporation,United States,Consumer Discretionary,Other Specialty Stores,The ODP Corporation
OESX,Orion Energy Systems,United States,Consumer Discretionary,Building Products,Orion Energy Systems
OFC,Corporate Office Properties Trust,United States,Real Estate,Real Estate Investment Trusts,Corporate Office Properties Trust
OFED,Oconee Federal Financial Corp.,United States,Finance,Savings Institutions,
OFG,OFG Bancorp,Puerto Rico,Finance,Major Banks,OFG Bancorp
OFLX,Omega Flex,United States,Industrials,Industrial Specialties,
OFS,OFS Capital Corporation,United States,Finance,Finance/Investors Services,
OGE,OGE Energy Corp,United States,Utilities,Electric Utilities: Central,Oklahoma Gas %26 Electric
OGEN,Oragenics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
OGS,ONE Gas,,Utilities,Oil/Gas Transmission,ONE Gas
OHAA,OPY Acquisition Corp. I,United States,Finance,Blank Checks,
OHI,Omega Healthcare Investors,United States,Real Estate,Real Estate Investment Trusts,
OI,O-I Glass,United States,Consumer Discretionary,Containers/Packaging,O-I Glass
OIA,Invesco Municipalome Opportunities Trust,United States,Finance,Finance Companies,
OIG,Orbital Infrastructure Group,United States,Technology,Electronic Components,
OII,Oceaneering International,United States,Energy,Oilfield Services/Equipment,Oceaneering International
OIS,Oil States International,United States,Industrials,Metal Fabrications,Oil States International
OKE,ONEOK,United States,Utilities,Oil & Gas Production,Oneok
OKTA,Okta,United States,Technology,EDP Services,"Okta, Inc."
OLB,The OLB Group,United States,Technology,EDP Services,
OLED,Universal Display Corporation,United States,Technology,Semiconductors,Universal Display Corporation
OLIT,OmniLit Acquisition Corp.,United States,Finance,Blank Checks,
OLLI,Ollie's Bargain Outlet Holdings,United States,Consumer Discretionary,Department/Specialty Retail Stores,
OLMA,Olema Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
OLN,Olin Corporation,United States,Industrials,Major Chemicals,Olin Corporation
OLO,Olo,United States,Finance,Major Banks,Olo (online ordering)
OLP,One Liberty Properties,United States,Real Estate,Real Estate Investment Trusts,
OLPX,Olaplex Holdings,United States,Consumer Discretionary,Package Goods/Cosmetics,
OM,Outset Medical,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,
OMC,Omnicom Group,United States,Consumer Discretionary,Advertising,Omnicom Group
OMER,Omeros Corporation,United States,Health Care,Biotechnology: Pharmaceutical Preparations,Omeros (company)
OMEX,Odyssey Marine Exploration,United States,Consumer Discretionary,Marine Transportation,Odyssey Marine Exploration
OMF,OneMain Holdings,United States,Finance,Finance: Consumer Services,
OMGA,Omega Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
OMI,Owens & Minor,United States,Health Care,Medical Specialities,Owens & Minor
OMIC,Singular Genomics Systems,United States,Health Care,Medical/Dental Instruments,
OMQS,OMNIQ Corp.,United States,Technology,EDP Services,
ON,ON Semiconductor Corporation,United States,Technology,Semiconductors,Onsemi
ONB,Old National Bancorp,United States,Finance,Major Banks,
ONCT,Oncternal Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
ONDS,Ondas Holdings,United States,Technology,Radio And Television Broadcasting And Communications Equipment,
ONEW,OneWater Marine,United States,Consumer Discretionary,Auto & Home Supply Stores,
ONFO,Onfolio Holdings,United States,Technology,Computer Software: Programming Data Processing,
ONL,Orion Office REIT,United States,Real Estate,Real Estate Investment Trusts,
ONTF,ON24,United States,Technology,Computer Software: Prepackaged Software,ON24
ONTO,Onto Innovation,United States,Industrials,Industrial Machinery/Components,Onto Innovation
ONTX,Onconova Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
ONVO,Organovo Holdings,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Organovo
OOMA,Ooma,United States,Technology,EDP Services,Ooma
OP,OceanPal,Greece,,,
OPAD,Offerpad Solutions,United States,Finance,Real Estate,
OPAL,OPAL Fuels,United States,Utilities,Natural Gas Distribution,
OPBK,OP Bancorp,United States,Finance,Major Banks,Open Bank
OPCH,Option Care Health,United States,Health Care,Medical/Nursing Services,
OPEN,Opendoor Technologies,United States,Finance,Real Estate,Opendoor
OPFI,OppFi,,Technology,EDP Services,
OPGN,OpGen,United States,Health Care,Medical Specialities,
OPHC,OptimumBank Holdings,United States,Finance,Major Banks,
OPK,OPKO Health,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,OPKO Health
OPOF,Old Point Financial Corporation,United States,Finance,Major Banks,
OPP,RiverNorth/DoubleLine Strategic Opportunity Fund,United States,Finance,Finance/Investors Services,
OPRT,Oportun Financial Corporation,United States,Finance,Finance: Consumer Services,
OPRX,OptimizeRx Corporation,United States,Consumer Discretionary,Business Services,
OPTN,OptiNose,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
OPTT,Ocean Power Technologies,United States,Industrials,Industrial Machinery/Components,Ocean Power Technologies
OPXS,Optex Systems Holdings,United States,Technology,Electronic Components,
ORA,Ormat Technologies,United States,Utilities,Electric Utilities: Central,Ormat Technologies
ORC,Orchid Island Capital,United States,Real Estate,Real Estate Investment Trusts,
ORCL,Oracle Corporation,United States,Technology,Computer Software: Prepackaged Software,Oracle Corporation
ORGN,Origin Materials,United States,Industrials,Major Chemicals,
ORGO,Organogenesis Holdings,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
ORGS,Orgenesis,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
ORI,Old Republic International Corporation,United States,Finance,Property-Casualty Insurers,Old Republic International
ORIC,Oric Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
ORLY,O'Reilly Automotive,United States,Consumer Discretionary,Auto & Home Supply Stores,O'Reilly Auto Parts
ORMP,Oramed Pharmaceuticals,Israel,Health Care,Biotechnology: Pharmaceutical Preparations,Oramed
ORRF,Orrstown Financial Services,United States,Finance,Major Banks,
OSA,ProSomnus,United States,Health Care,Medical Specialities,
OSBC,Old Second Bancorp,United States,Finance,Major Banks,
OSCR,Oscar Health,,Finance,Accident &Health Insurance,Oscar Health
OSG,Overseas Shipholding Group,United States,Consumer Discretionary,Marine Transportation,Overseas Shipholding Group
OSI,Osiris Acquisition Corp.,,Finance,Blank Checks,
OSK,Oshkosh Corporation (Holding Company)Common Stock,United States,Consumer Discretionary,Auto Manufacturing,
OSPN,OneSpan,United States,Technology,EDP Services,OneSpan
OSS,One Stop Systems,United States,Technology,Computer Manufacturing,
OSTK,Overstock.com,United States,Consumer Discretionary,Catalog/Specialty Distribution,Overstock.com
OSUR,OraSure Technologies,United States,Health Care,Medical/Dental Instruments,OraSure Technologies
OTEC,OceanTech Acquisitions I Corp.,United States,Finance,Blank Checks,
OTLK,Outlook Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
OTRK,Ontrak,United States,Technology,Retail: Computer Software & Peripheral Equipment,
OTTR,Otter Tail Corporation,United States,Utilities,Electric Utilities: Central,Otter Tail Corporation
OUST,Ouster,United States,Technology,Industrial Machinery/Components,Ouster
OUT,OUTFRONT Media,,Real Estate,Real Estate Investment Trusts,Outfront Media
OVBC,Ohio Valley Banc Corp.,United States,Finance,Major Banks,
OVID,Ovid Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
OVLY,Oak Valley Bancorp (CA),United States,Finance,Major Banks,
OWL,Blue Owl Capital,United States,Finance,Investment Managers,Blue Owl Capital
OWLT,Owlet,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,
OXLC,Oxford Lane Capital Corp.,United States,Finance,Investment Managers,
OXM,Oxford Industries,United States,Consumer Discretionary,Apparel,Oxford Industries
OXSQ,Oxford Square Capital Corp.,United States,Finance,Blank Checks,
OXY,Occidental Petroleum Corporation,United States,Energy,Oil & Gas Production,Occidental Petroleum
OZK,Bank OZK,United States,Finance,Major Banks,Bank OZK
PAAS,Pan American Silver Corp.,Canada,Basic Materials,Precious Metals,Pan American Silver
PACB,Pacific Biosciences of California,United States,Industrials,Biotechnology: Laboratory Analytical Instruments,Pacific Biosciences
PACI,PROOF Acquisition Corp I,,Finance,Blank Checks,
PACK,Ranpak Holdings Corp,United States,Consumer Discretionary,Containers/Packaging,Ranpak
PACW,PacWest Bancorp,United States,Finance,Major Banks,PacWest Bancorp
PAG,Penske Automotive Group,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,Penske Automotive Group
PAHC,Phibro Animal Health Corporation,United States,Health Care,Biotechnology: Pharmaceutical Preparations,Phibro Animal Health
PALI,Palisade Bio,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
PALT,Paltalk,United States,Consumer Discretionary,Business Services,
PANW,Palo Alto Networks,United States,Technology,Computer peripheral equipment,Palo Alto Networks
PAR,PAR Technology Corporation,United States,Miscellaneous,Office Equipment/Supplies/Services,
PARA,Paramount Global Class B,United States,,,
PARAA,Paramount Global,United States,,,Paramount Global
PARR,Par Pacific Holdings ,United States,Energy,Oil & Gas Production,Par Pacific Holdings
PASG,Passage Bio,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
PATH,UiPath,United States,Technology,Computer Software: Prepackaged Software,UiPath
PATI,Patriot Transportation Holding,United States,Industrials,Trucking Freight/Courier Services,Patriot Transportation
PATK,Patrick Industries,United States,Consumer Discretionary,Auto Parts:O.E.M.,
PAVM,PAVmed,United States,Health Care,Medical/Dental Instruments,
PAY,Paymentus Holdings,,Technology,Computer Software: Prepackaged Software,
PAYC,Paycom Software,,Technology,Computer Software: Prepackaged Software,Paycom
PAYO,Payoneer Global,United States,Technology,EDP Services,Payoneer
PAYS,Paysign,United States,Consumer Discretionary,Business Services,
PAYX,Paychex,United States,Consumer Discretionary,Business Services,Paychex
PB,Prosperity Bancshares,United States,Finance,Major Banks,Prosperity Bancshares
PBAX,Phoenix Biotech Acquisition Corp.,United States,Industrials,Consumer Electronics/Appliances,
PBBK,PB Bankshares,United States,Finance,Banks,
PBF,PBF Energy,United States,Energy,Integrated oil Companies,PBF Energy
PBFS,Pioneer Bancorp,United States,Finance,Banks,
PBH,Prestige Consumer Healthcare,United States,Health Care,Biotechnology: Pharmaceutical Preparations,Prestige Consumer Healthcare
PBI,Pitney Bowes,United States,Miscellaneous,Office Equipment/Supplies/Services,Pitney Bowes
PBLA,Panbela Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
PBPB,Potbelly Corporation,United States,Consumer Discretionary,Restaurants,Potbelly Sandwich Shop
PBR,Petroleo Brasileiro S.A.- Petrobras,Brazil,Energy,Oil & Gas Production,Petrobras
PBT,Permian Basin Royalty Trust,United States,Energy,Oil & Gas Production,Permian Basin Royalty Trust
PBYI,Puma Biotechnology,United States,Health Care,Biotechnology: Pharmaceutical Preparations,Puma Biotechnology
PCAR,PACCAR,United States,Consumer Discretionary,Auto Manufacturing,Paccar
PCB,PCB Bancorp,United States,Finance,Major Banks,
PCF,Highome Securities Fund,United States,Finance,Trusts Except Educational Religious and Charitable,
PCG,Pacific Gas & Electric Co.,United States,Utilities,Power Generation,
PCH,PotlatchDeltic Corporation,United States,Real Estate,Real Estate Investment Trusts,PotlatchDeltic
PCM,PCM Fund,United States,Finance,Trusts Except Educational Religious and Charitable,
PCN,Pimco Corporate &ome Strategy Fund,United States,Finance,Investment Managers,
PCOR,Procore Technologies,United States,Technology,Computer Software: Prepackaged Software,Procore
PCQ,PIMCO California Municipalome Fund,United States,Finance,Investment Managers,
PCRX,Pacira BioSciences,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
PCSA,Processa Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
PCTI,PCTEL,United States,Technology,Radio And Television Broadcasting And Communications Equipment,
PCTY,Paylocity Holding Corporation,United States,Technology,Computer Software: Prepackaged Software,
PCVX,Vaxcyte,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
PCYG,Park City Group,United States,Technology,EDP Services,Park City Group
PCYO,Pure Cycle Corporation,United States,Utilities,Water Supply,
PD,PagerDuty,,Technology,Retail: Computer Software & Peripheral Equipment,PagerDuty
PDCO,Patterson Companies,United States,Health Care,Medical Specialities,Patterson Companies
PDEX,Pro-Dex,United States,Health Care,Medical/Dental Instruments,
PDFS,PDF Solutions,United States,Technology,Computer Software: Prepackaged Software,PDF Solutions
PDI,PIMCO Dynamicome Fund,United States,Finance,Trusts Except Educational Religious and Charitable,
PDLB,Ponce Financial Group,United States,,,
PDM,Piedmont Office Realty Trust,United States,Real Estate,Building operators,
PDS,Precision Drilling Corporation,Canada,,,Precision Drilling
PDSB,PDS Biotechnology Corporation,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
PEAK,Healthpeak Properties,United States,Real Estate,Real Estate Investment Trusts,Healthpeak Properties
PEBK,Peoples Bancorp of North Carolina,United States,Finance,Major Banks,
PEBO,Peoples Bancorp,United States,Finance,Major Banks,
PECO,Phillips Edison & Company,United States,Real Estate,Real Estate Investment Trusts,Phillips Edison & Company
